"f1","impurity_1","max_depth_1"
0.885746231165418,"entropy",5
0.884428817761713,"gini",5
0.882533977458481,"entropy",10
0.878837188089641,"entropy",15
0.873903097125815,"gini",10
0.861000930558417,"gini",15
