"metod","prostor","k","W","SSE","silueta","udeo_negativne","cistoca","ari","najmanji","najveci","vreme_s1","vreme_s2"
"k sredina (k-Means)","29 standardizovanih obelezja",3,53314.6,26657.3,0.2993,0.0071,0.4636,0.3465,125,966,54.5,52.2
