"metod","scenario","cv_f1","test_tacnost","test_kappa","makro_preciznost","makro_odziv","makro_f1","bal_tacnost","auc","vreme_fit_s","vreme_pred_s","broj_modela","vreme_pretrage_s"
"Slucajna suma","S1",0.9244,0.9415,0.9284,0.9513,0.9448,0.9476,0.9663,0.9966,6.21,0.42,263,580.7
