"metod","scenario","cv_f1","test_tacnost","test_kappa","makro_preciznost","makro_odziv","makro_f1","bal_tacnost","auc","vreme_fit_s","vreme_pred_s","broj_modela","vreme_pretrage_s"
"Stablo odlucivanja","S3",0.8857,0.9123,0.8926,0.9276,0.9191,0.9226,0.9504,0.9776,2.6,0.5,273,436.5
