"Precision","Recall","F1","Balanced Accuracy","klasa"
1,1,1,1,"GK"
1,0.933333333333333,0.96551724137931,0.966666666666667,"CB"
0.968253968253968,0.91044776119403,0.938461538461539,0.951587516960651,"FB"
0.841463414634146,0.932432432432432,0.884615384615385,0.941962484872933,"DM_CM"
0.851351351351351,0.875,0.863013698630137,0.91712962962963,"AM_W"
0.904761904761905,0.863636363636364,0.883720930232558,0.925106772422209,"FW"
