"player_id","team","player","position","pos_purity","minutes","passes_p90","passes_completed_p90","long_passes_p90","key_passes_p90","assists_p90","carries_p90","shots_p90","goals_p90","xg_p90","dribbles_p90","dribbles_completed_p90","pressures_p90","ball_recoveries_p90","interceptions_p90","clearances_p90","blocks_p90","duels_p90","tackles_p90","fouls_p90","dispossessed_p90","miscontrols_p90","ball_receipts_p90","pass_completion_pct","dribble_success_pct","avg_pass_length","mean_x","mean_y","sd_x","sd_y","f3_share","d3_share","position_group","purity6"
10030,"Sassuolo","Davide Biondini","Right Center Midfield",0.873,1153.3,39.957,27.782,6.555,0.546,0,31.528,0.546,0,0.046,0.858,0.468,22.554,4.995,0.78,1.951,1.951,3.044,1.327,1.561,0.702,1.249,40.971,0.695,0.545,19.27,64.78,56.15,24.98,20.33,0.272,0.157,"DM_CM",0.957
10031,"Sassuolo","Marcello Gazzola","Right Back",0.753,509.5,39.212,31.264,4.416,0,0.177,20.489,0.353,0,0.041,0.53,0.353,12.364,2.649,0.883,2.826,2.473,1.943,0.707,0.707,0.177,0.353,24.375,0.797,0.667,18.84,57.09,56.03,30.2,27.44,0.22,0.296,"FB",0.997
10032,"Palermo","Achraf Lazaar","Left Back",0.559,2397.8,50.934,34.194,10.134,0.638,0.038,40.612,1.088,0.038,0.022,3.003,1.652,17.153,8.896,1.126,2.44,3.303,3.753,2.402,1.501,1.802,1.576,39.523,0.671,0.55,20.41,60.22,11.77,26.84,10.13,0.255,0.235,"FB",0.989
10036,"Olympique de Marseille","Jacques-Alaixys Romao","Right Defensive Midfield",0.683,968.1,52.341,44.252,7.066,0,0.093,41.742,0.558,0.093,0.03,0.744,0.372,24.079,5.485,1.766,2.696,1.952,5.206,3.998,2.231,0.558,0.93,43.695,0.845,0.5,19.51,55.53,43.65,19.72,18.78,0.099,0.212,"DM_CM",0.985
10037,"Valencia","Danilo Barbosa da Silva","Right Center Midfield",0.359,1409.3,32.059,24.076,5.364,0.447,0,32.25,1.022,0,0.056,2.81,1.66,21.841,4.981,1.341,1.405,2.044,4.343,2.874,1.724,2.044,1.597,33.592,0.751,0.591,19.49,59.42,43.9,22.76,19.3,0.184,0.193,"DM_CM",0.963
10330,"Lille","Gadji Celi Carmen Junior Tallo","Center Forward",0.742,1169.2,24.71,19.398,1.693,0.539,0.231,30.252,2.771,0,0.199,2.694,1.77,15.241,4.696,0.154,0.77,1.232,7.159,0.462,3.002,3.387,4.08,64.891,0.785,0.657,14.45,80.79,40.08,21.91,23.42,0.535,0.053,"FW",0.862
10448,"Bordeaux","Adam Ounas","Right Wing",0.535,1271.8,33.049,23,5.025,1.415,0.071,38.922,3.114,0.354,0.256,4.671,2.618,18.47,6.652,0.778,0.354,2.052,4.317,2.335,1.698,4.246,3.68,47.131,0.696,0.561,18.62,72.22,52.75,23.94,24.22,0.392,0.101,"AM_W",0.991
10476,"Sevilla","Timothée Kolodziejczak","Left Center Back",0.96,2508.8,45.274,37.058,11.229,0.143,0,31.247,0.251,0,0.035,0.287,0.179,7.103,3.516,1.65,3.193,1.004,2.691,1.471,1.148,0.143,0.395,33.65,0.819,0.625,24.1,38.88,23.33,21.38,14.23,0.039,0.569,"CB",0.964
10499,"Norwich City","Ivo Daniel Ferreira Mendonca Pinto","Right Back",0.784,854.4,51.192,37.183,7.584,0.211,0,29.388,0,0,0,2.001,1.159,15.379,5.161,1.791,2.739,1.791,3.581,1.896,1.053,1.264,1.685,32.653,0.726,0.579,19.22,64.48,70.06,30.18,10.71,0.339,0.227,"FB",0.988
10503,"Sunderland","Billy Jones","Right Back",0.658,2125.5,35.865,24.898,5.166,0.423,0,18.801,0.55,0.042,0.077,0.72,0.508,22.103,3.938,0.805,2.498,2.837,4.87,3.43,1.651,0.805,0.677,21.341,0.694,0.706,18.98,56.98,55.97,29.05,23.88,0.234,0.312,"FB",0.962
10522,"Bastia","Mehdi Mostefa Sbaa","Center Defensive Midfield",0.417,1889.6,44.199,34.245,9.526,0.476,0,27.244,0.429,0,0.011,0.476,0.143,20.004,3.858,0.953,2.096,2,3.429,1.81,1.905,0.524,0.476,33.435,0.775,0.3,21.76,50.54,36.81,18.24,18.58,0.056,0.266,"DM_CM",0.995
10530,"Genoa","Jules Olivier Ntcham","Center Attacking Midfield",0.219,1057.1,45.551,36.866,8.259,1.533,0,45.125,1.958,0,0.078,1.873,1.362,22.818,5.96,0.426,0.511,1.022,3.235,1.788,2.554,2.384,1.788,53.043,0.809,0.727,20.59,69.53,36.19,21.81,21.71,0.338,0.097,"AM_W",0.533
10609,"Barcelona","Jérémy Mathieu","Left Center Back",0.779,1312.9,57.035,50.385,8.5,0.137,0.137,43.187,0.48,0,0.036,0.343,0.343,6.17,2.879,1.302,4.25,1.851,2.262,1.165,0.548,0.206,0.48,46.135,0.883,1,20.49,45.93,22.13,23.4,12.6,0.066,0.41,"CB",0.779
10612,"Rayo Vallecano","Yoel Rodríguez Oterino","Goalkeeper",0.999,838.8,37.982,24.356,24.892,0.107,0,19.528,0,0,0,0,0,0.107,6.223,0,0,0.107,0,0,0,0,0,16.201,0.641,0,44.54,10.21,40.67,6.57,8.59,0,0.996,"GK",0.999
10616,"Gazélec Ajaccio","Mohamed Larbi","Center Attacking Midfield",0.646,2260.2,44.717,33.647,7.287,1.672,0.119,37.39,1.672,0.319,0.163,2.31,1.274,24.21,6.53,0.478,0.518,1.394,3.464,1.672,0.916,1.593,2.787,49.814,0.752,0.552,19.08,71.41,35.46,22.89,22.38,0.375,0.095,"AM_W",0.845
106683,"Stade Malherbe Caen","Saïdi Ntibazonkiza","Left Midfield",0.493,545.1,23.278,14.363,3.632,1.651,0,29.221,2.972,0.165,0.226,3.797,1.816,20.637,6.604,0.825,0.33,3.302,4.292,2.641,1.651,2.311,4.788,38.136,0.617,0.478,18.49,71.45,26.14,26.33,23.2,0.402,0.138,"AM_W",1
10727,"Rayo Vallecano","Răzvan Dincă Raț","Left Back",1,767.2,67.104,47.278,16.776,1.525,0,37.071,0.939,0,0.023,0.939,0.587,8.212,3.402,2.464,3.167,1.525,2.933,0.821,1.29,0.352,0.235,46.222,0.705,0.625,22.35,63.22,10.44,26.93,9.94,0.293,0.211,"FB",1
10736,"Napoli","Vlad Iulian Chiricheș","Left Center Back",0.74,716.5,62.928,58.406,9.295,0,0,47.604,0.628,0.126,0.066,0.628,0.377,7.536,5.024,1.256,4.271,1.13,3.768,1.005,1.256,0.628,0.502,50.619,0.928,0.6,19.01,44.77,32.17,18.3,16.78,0.021,0.381,"CB",1
10746,"Nantes","Ermir Lenjani","Left Back",0.627,1501.7,38.655,24.632,10.668,1.438,0.06,25.171,1.259,0.06,0.083,0.959,0.479,9.169,4.315,0.539,1.858,1.678,2.517,1.019,1.378,1.079,0.899,29.606,0.637,0.5,23.2,62.75,14.55,28.82,15.31,0.306,0.238,"FB",0.627
10755,"Las Palmas","Jonathan Viera Ramos","Left Wing",0.3,3206.5,54.9,43.449,6.764,1.824,0.253,53.694,2.47,0.281,0.278,3.817,2.021,18.356,4.687,0.842,0.421,1.375,3.256,1.403,0.898,2.414,2.414,65.706,0.791,0.529,17.09,71.58,27.58,21.88,20.84,0.365,0.088,"AM_W",0.612
10763,"Eibar","Asier Riesgo Unamuno","Goalkeeper",1,3166.8,30.296,14.381,27.909,0.028,0,12.619,0,0,0,0,0,0.085,5.997,0,0.171,0,0,0,0.028,0,0.028,8.583,0.475,0,57.33,10.94,40.91,7.77,8.19,0,0.994,"GK",1
10779,"Manchester United","Cameron Borthwick-Jackson","Left Back",0.906,732.8,59.446,46.427,7.861,0.737,0.123,39.057,0.123,0,0.002,0.86,0.614,13.142,3.685,1.842,1.72,2.211,4.913,1.351,1.105,0.86,0.983,40.654,0.781,0.714,18.26,63.02,10.31,28.14,9.62,0.315,0.222,"FB",1
10783,"Sunderland","Lee Cattermole","Right Center Midfield",0.276,2318.9,37.648,28.294,8.888,0.776,0,25.577,0.388,0,0.026,0.737,0.543,17.077,4.929,1.397,1.475,1.824,3.338,2.212,1.824,0.893,0.582,29.924,0.752,0.737,22.17,57.52,41.23,21.39,18.33,0.156,0.212,"DM_CM",1
10802,"Valencia","André Filipe Tavares Gomes","Left Center Midfield",0.57,2454.5,49.207,39.637,7.517,0.843,0.11,49.5,1.54,0.11,0.088,4.143,2.53,21.12,6.27,0.843,0.55,1.723,4.987,1.54,2.347,3.117,2.347,59.07,0.806,0.611,18.83,65.72,33.79,21.68,21.28,0.251,0.116,"DM_CM",0.765
10805,"AS Monaco","Ricardo Alberto Silveira de Carvalho","Left Center Back",0.803,3009.3,42.438,37.324,9.271,0.09,0,28.292,0.239,0.06,0.019,0.06,0.06,7.118,3.14,1.196,4.187,2.064,2.961,1.406,0.778,0.06,0.12,29.937,0.879,1,22.6,39.95,31.05,18.54,16.83,0.025,0.517,"CB",1
10868,"Málaga","Ricardo Jorge Luz Horta","Left Midfield",0.434,824.2,32.651,25.225,4.04,0.764,0,32.979,1.966,0,0.122,3.167,1.747,18.783,4.15,1.31,0.874,2.184,5.023,1.638,2.184,1.966,1.529,40.623,0.773,0.552,16.95,71.59,31.64,26.59,24.3,0.415,0.142,"AM_W",0.943
10881,"Genoa","Diogo José Rosário Gomes Figueiras","Right Wing Back",0.75,563.7,42.151,31.613,3.992,0.16,0,31.613,0.798,0.16,0.022,1.118,0.639,18.681,4.151,1.756,2.395,2.076,2.555,2.235,2.076,1.118,0.479,34.168,0.75,0.571,17.91,61.68,68.54,29.29,9.42,0.293,0.238,"FB",0.975
10919,"AC Milan","Juraj Kucka","Right Center Midfield",0.503,2166.8,42.575,31.402,5.898,1.163,0.083,39.044,2.118,0.042,0.154,3.24,1.62,24.714,5.898,1.495,1.952,2.492,5.317,3.24,2.824,1.745,2.409,44.029,0.738,0.5,18.48,63.64,50.48,24.47,20.13,0.267,0.171,"DM_CM",0.967
10931,"Liverpool","Joe Allen","Left Center Midfield",0.463,788,47.172,39.634,6.282,1.371,0.114,38.491,1.371,0.228,0.243,1.827,1.028,24.328,6.967,2.17,1.142,1.599,5.825,2.97,1.599,1.713,1.256,46.258,0.84,0.563,18.87,62.21,33.7,23.99,18.71,0.226,0.188,"DM_CM",0.791
10936,"Nantes","Lorik Agim Cana","Left Center Back",0.909,1831.9,37.485,29.526,12.577,0.098,0,23.483,0.442,0,0.02,0.295,0.197,8.696,3.734,0.983,5.895,1.867,3.636,1.326,1.179,0.246,0.246,24.466,0.788,0.667,26.33,39.58,29.78,19.9,14.9,0.039,0.547,"CB",0.997
10955,"Tottenham Hotspur","Harry Kane","Center Forward",1,3486.6,25.942,18.585,3.407,1.007,0.026,26.432,4.078,0.645,0.558,2.478,1.446,12.674,4.466,0.31,0.8,1.6,6.298,0.826,1.136,2.375,2.736,54.388,0.716,0.583,17.14,80.51,36.02,21.38,21.84,0.532,0.034,"FW",1
10956,"Tottenham Hotspur","Eric Dier","Right Defensive Midfield",0.645,3395.3,55.957,46.812,10.974,0.504,0.053,39.867,0.795,0.08,0.055,0.345,0.239,15.957,3.393,1.14,2.545,1.882,4.771,2.147,1.564,0.875,0.345,46.361,0.837,0.692,21.33,55.03,43.85,19.76,19.56,0.096,0.229,"DM_CM",0.965
10958,"Manchester United","Chris Smalling","Right Center Back",0.772,3288.1,41.66,35.036,10.538,0.137,0.027,28.165,0.575,0,0.047,0.219,0.192,11.305,3.613,1.314,6.624,1.588,4.243,1.971,1.286,0.219,0.246,29.342,0.841,0.875,23.81,43.51,45.23,20.58,17.2,0.044,0.451,"CB",1
10960,"Leicester City","Jamie Vardy","Left Center Forward",0.699,3307.1,18.478,11.593,1.714,0.98,0.136,16.519,3.211,0.653,0.607,2.068,1.061,13.417,2.64,0.245,0.245,1.306,6.15,1.143,1.197,1.333,2.232,46.482,0.627,0.513,15.54,83.58,38.39,21.57,21.59,0.604,0.031,"FW",1
10966,"Norwich City","Wes Hoolahan","Center Attacking Midfield",0.632,2042.8,51.988,41.326,6.521,1.674,0.308,49.653,1.146,0.176,0.156,2.511,1.454,20.663,7.093,0.661,0.264,1.806,2.908,1.41,0.969,2.555,1.983,58.421,0.795,0.579,16.74,72.03,38.83,23.71,23.5,0.402,0.109,"AM_W",0.863
10967,"Norwich City","Robert Brady","Left Back",0.544,3115.2,46.456,29.353,12.192,1.473,0.058,32.617,1.56,0.087,0.09,2.282,1.387,15.312,4.969,1.3,2.427,1.907,4.074,2.745,1.473,1.098,1.531,35.477,0.632,0.608,22.42,65.9,18.24,29.72,19.43,0.359,0.224,"FB",0.621
11012,"West Bromwich Albion","Jonathan Grant Evans","Left Center Back",0.448,2712.5,36.531,26.411,10.286,0.166,0.033,22.032,0.299,0.033,0.067,0.73,0.564,11.845,5.309,1.759,5.143,2.289,4.247,2.754,1.095,0.398,0.166,19.908,0.723,0.773,24.55,46.05,23.57,25.54,17.63,0.113,0.46,"CB",0.505
11062,"Southampton","Graziano Pellè","Center Forward",0.731,2293,34.893,22.53,4.239,1.021,0.236,26.455,3.219,0.432,0.303,1.138,0.55,10.166,2.905,0.236,1.099,0.981,5.299,0.432,1.727,2.355,3.336,60.759,0.646,0.483,15.86,80.01,38.28,21.4,19.47,0.507,0.041,"FW",0.945
11094,"Barcelona","Arda Turan","Left Center Midfield",0.589,841.4,66.745,61.289,5.134,0.642,0.321,65.461,0.856,0.214,0.128,3.102,2.353,19.253,7.487,0.535,0.214,2.46,4.492,2.674,2.46,2.674,1.604,66.531,0.918,0.759,15.2,69.75,39.06,24.25,23.94,0.352,0.117,"DM_CM",0.922
11117,"Aston Villa","Scott Sinclair","Left Wing",0.424,1671.4,19.062,15.346,0.915,0.215,0,25.146,0.915,0.108,0.168,3.338,1.777,11.039,3.446,0.377,0.108,1.454,2.531,0.915,0.269,2.585,3.5,37.316,0.805,0.532,13.52,74.06,37.85,25.8,24.74,0.446,0.109,"AM_W",0.754
11124,"Norwich City","Steven Whittaker","Right Back",1,752.3,48.928,35.171,9.331,0.359,0,31.223,0.957,0.12,0.048,1.316,0.718,11.365,3.948,0.12,3.11,3.11,3.469,2.273,1.196,0.718,0.598,34.453,0.719,0.545,20.03,63.11,68.55,28.66,10.58,0.304,0.233,"FB",1
11183,"Inter Milan","Alex Nicolao Telles","Left Back",0.889,1631.1,64.778,49.052,10.539,1.324,0.055,44.528,0.717,0,0.019,2.042,1.214,12.415,5.463,1.931,2.704,2.262,3.807,2.262,1.655,0.607,0.607,45.631,0.757,0.595,19.76,59.96,11.51,27.6,11.56,0.251,0.245,"FB",1
11298,"Rayo Vallecano","José Ignacio Martínez García","Left Back",0.736,1750.9,57.004,41.584,11.154,0.514,0,32.177,0.771,0,0.029,0.874,0.411,16.14,3.598,1.902,2.416,2.673,4.883,2.416,1.748,0.617,0.617,36.033,0.729,0.471,20.97,55.92,24.84,27.13,25.24,0.214,0.294,"FB",0.957
11332,"Lille","Ibrahim Amadou","Center Defensive Midfield",0.792,1751.2,43.788,35.719,8.377,0.257,0,32.841,0.668,0.051,0.055,0.617,0.308,18.451,4.625,1.542,3.443,2.159,5.345,2.929,1.49,0.822,0.565,35.462,0.816,0.5,21.1,50.24,38.65,20.11,19.47,0.07,0.302,"DM_CM",0.909
11339,"Hellas Verona","Paweł Wszołek","Right Midfield",0.564,1919.5,28.835,20.114,3.329,1.36,0.234,28.882,0.563,0,0.06,2.813,1.922,16.832,5.626,0.844,0.75,1.688,3.985,1.36,2.344,2.438,2.485,39.948,0.698,0.683,16.25,73.24,58.52,28.55,21.65,0.444,0.139,"AM_W",0.944
11342,"Hellas Verona","Eros Pisano","Right Back",0.78,3029.8,46.697,31.814,12.654,0.713,0,29.438,0.683,0.149,0.09,0.802,0.475,9.09,4.367,1.129,3.327,2.614,3.178,1.812,1.337,0.921,0.446,32.349,0.681,0.593,23.42,56.18,61.96,29.31,20.87,0.239,0.321,"FB",0.953
11386,"Arsenal","Santiago Cazorla González","Left Defensive Midfield",0.431,1352.4,86.515,75.068,14.042,2.396,0.2,72.539,1.597,0,0.119,2.995,2.329,12.312,7.919,0.732,1.131,1.93,2.263,1.664,1.198,1.398,0.732,76.333,0.868,0.778,19.44,64.4,37.18,23.71,19.63,0.272,0.153,"DM_CM",0.943
11427,"Lazio","Filip Đorđević","Center Forward",0.806,1366.9,22.255,15.671,1.449,0.724,0.132,18.304,1.317,0.198,0.189,0.658,0.263,22.65,3.292,0.329,1.251,1.317,5.267,0.658,1.646,0.922,3.16,52.543,0.704,0.4,13.9,79.45,42.36,23.52,20.23,0.519,0.061,"FW",0.969
11494,"Hellas Verona","Luca Siligardi","Left Midfield",0.448,1467.7,34.277,21.891,6.071,1.656,0,32.438,2.821,0.123,0.144,3.189,1.533,23.301,5.641,0.797,0.491,3.127,4.108,1.962,1.349,2.085,2.207,45.989,0.639,0.481,18.78,74.44,29.31,26.65,24.39,0.471,0.129,"AM_W",0.908
11497,"Inter Milan","Jonathan Ludovic Biabiany","Right Midfield",0.45,924.1,36.229,27.269,4.188,1.558,0.097,36.619,1.948,0.097,0.128,4.48,2.63,18.309,4.48,0.487,0.584,2.24,5.064,2.63,0.877,1.656,2.824,47.332,0.753,0.587,17.43,73.48,61.43,26.73,18.56,0.443,0.115,"AM_W",0.819
11499,"Carpi","Riccardo Gagliolo","Left Center Back",0.713,2764.1,36.891,25.071,9.508,0.326,0,23.541,0.488,0.033,0.031,0.716,0.456,14.88,5.991,2.279,5.372,2.442,4.298,3.158,1.563,0.326,0.358,20.969,0.68,0.636,23.33,43.17,20.63,23.8,14.51,0.072,0.463,"CB",0.713
11502,"Carpi","Antonio Di Gaudio","Left Midfield",0.761,1582.5,22.294,15.242,2.502,0.569,0.171,28.55,2.047,0.171,0.182,3.526,1.877,17.858,4.436,0.455,0.853,1.308,2.73,0.796,0.91,2.161,3.412,44.531,0.684,0.532,15.78,76.08,18.11,25.7,15.51,0.454,0.098,"AM_W",0.915
11508,"Empoli","Łukasz Skorupski","Goalkeeper",1,2920.1,27.308,20.065,14.239,0,0,10.079,0.031,0,0.007,0,0,0.092,4.562,0,0,0.031,0,0,0,0,0,8.445,0.735,0,36.48,8.52,39.92,6.77,7.73,0.001,0.997,"GK",1
11512,"Empoli","Rade Krunić","Center Attacking Midfield",0.846,567.3,26.651,20.306,1.745,0.952,0,29.189,1.11,0.159,0.144,1.904,0.793,26.334,3.807,0.635,0.952,2.221,3.966,2.062,1.428,2.697,2.538,43.784,0.762,0.417,13.49,70.52,43.85,23.42,20.81,0.358,0.108,"AM_W",0.846
11516,"Fiorentina","Manuel Pasqual","Left Back",0.507,1078.5,63.341,49.154,10.098,1.753,0.167,42.227,0.417,0,0.007,0.417,0.167,13.853,4.173,0.835,1.085,1.753,2.42,1.836,1.168,0.918,1.085,49.321,0.776,0.4,19.89,62.5,10.1,28.02,10.08,0.286,0.232,"FB",0.995
11537,"Sporting Gijón","Alberto García Cabrera","Goalkeeper",1,566.4,32.735,16.209,24.79,0,0,13.348,0,0,0,0,0,0,4.926,0,0,0.159,0,0,0,0,0,10.17,0.495,0,53.67,9.86,39.96,7.51,8.09,0,0.994,"GK",1
11539,"Rayo Vallecano","Adrián Embarba Blázquez","Right Wing",0.391,1896.1,36.121,22.783,6.93,1.139,0.19,35.694,1.899,0.095,0.165,3.323,1.424,16.755,5.079,1.282,1.139,1.519,5.743,2.136,1.471,2.943,2.943,45.661,0.631,0.429,18.62,74.22,43.51,27.88,28.04,0.456,0.129,"AM_W",0.879
11540,"Toulouse","Óscar Guido Trejo","Center Attacking Midfield",0.306,2261.1,51.824,36.977,8.199,1.99,0.159,47.605,1.712,0.159,0.126,3.98,2.229,27.066,7.642,0.677,0.279,1.314,5.493,3.025,2.309,4.02,4.299,58.79,0.714,0.56,17.59,69.35,37,23.32,22.87,0.331,0.115,"AM_W",0.799
11542,"Rayo Vallecano","Javier Guerra Rodríguez","Center Forward",0.674,2156.4,27.671,19.908,1.962,1.002,0,24.499,2.963,0.501,0.455,1.962,0.918,15.609,2.588,0.417,0.376,1.461,7.554,0.96,1.962,2.337,2.629,53.506,0.719,0.468,14.18,77.16,38.65,22.9,21.91,0.443,0.046,"FW",0.954
11543,"Rayo Vallecano","José Antonio Dorado Ramírez","Left Center Back",0.846,492.2,49.555,40.229,10.606,0.549,0,31.817,0.183,0,0.008,0.549,0.366,7.314,1.829,1.097,2.377,2.194,3.291,1.646,1.463,0,0.549,36.389,0.812,0.667,22.25,40.24,22.29,18.62,14.85,0.025,0.508,"CB",0.943
11602,"Empoli","Raffaele Maiello","Center Defensive Midfield",0.895,508.9,66.846,54.644,10.08,1.238,0,50.93,0.884,0,0.021,0.707,0.354,22.282,7.427,1.592,1.768,3.183,3.714,2.653,1.415,1.061,0.531,56.943,0.817,0.5,19.13,54.61,38.81,18.96,18.98,0.074,0.248,"DM_CM",0.971
11603,"AS Monaco","Mario Pašalić","Right Center Midfield",0.549,1038.1,38.233,29.997,4.508,0.607,0,30.431,1.734,0.26,0.202,1.3,0.954,26.269,4.248,1.04,0.954,2.167,4.855,1.387,1.561,1.04,1.821,43.435,0.785,0.733,18.05,63.69,42.22,22.57,18.96,0.237,0.141,"DM_CM",0.799
11608,"Frosinone","Danilo Soddimo","Left Midfield",0.614,1880,40.835,26.282,8.186,1.771,0.096,39.542,2.058,0.048,0.068,4.883,2.25,20.202,8.856,1.532,0.67,2.537,4.308,2.394,2.011,2.441,3.255,45.335,0.644,0.461,20.49,68.85,25.8,27.54,22.27,0.381,0.171,"AM_W",0.938
11634,"Real Betis","Cristiano Piccini","Right Back",0.992,1471.6,51.556,39.202,6.238,0.795,0,36.266,0.856,0,0.028,2.997,1.59,11.681,5.504,1.957,2.752,2.018,3.914,2.936,1.835,2.141,1.162,33.942,0.76,0.531,18.11,62.63,68.3,29.15,10.76,0.289,0.226,"FB",0.992
11643,"Chievo","Riccardo Meggiorini","Right Center Forward",0.504,1701.3,23.594,14.178,1.852,0.899,0.317,18.939,2.063,0.265,0.147,1.693,0.635,22.854,3.227,0.423,0.635,2.751,5.925,1.164,2.804,1.164,2.751,54.171,0.601,0.375,14.99,78.23,42.29,22.91,21.75,0.478,0.058,"FW",0.891
11675,"Getafe","Moisés Gómez Bordonado","Right Center Midfield",0.237,972,39.817,32.409,5.926,0.463,0.278,38.15,1.482,0.185,0.1,2.871,1.945,19.445,6.482,1.111,0.185,1.482,2.778,1.482,1.945,1.111,1.019,41.021,0.814,0.677,17.87,65.62,31.53,25.09,24.44,0.286,0.164,"DM_CM",0.587
11722,"Atalanta","Boukary Dramé","Left Back",0.818,2178.1,53.261,41.857,7.892,0.661,0,35.204,0.744,0,0.035,1.488,1.157,12.272,4.628,1.446,2.355,3.099,2.81,1.735,0.992,1.074,0.826,37.766,0.786,0.778,18.92,55.73,11.84,27.68,9.78,0.206,0.302,"FB",1
11729,"Bologna","Luca Rizzo","Right Wing",0.346,1504.2,32.848,23.754,2.692,0.718,0.12,31.771,1.077,0,0.081,2.633,1.137,23.275,5.505,1.496,1.017,2.513,3.949,1.795,2.094,2.692,2.513,42.063,0.723,0.432,16.12,67.6,41.97,25.79,25.97,0.339,0.149,"AM_W",0.722
11813,"Getafe","Emiliano Buendía","Right Back",0.429,803.2,41.009,33.838,6.051,0.56,0,36.639,1.457,0.112,0.096,2.017,1.008,22.858,7.619,2.353,1.008,1.681,5.602,3.922,2.465,2.129,1.681,36.639,0.825,0.5,18.46,61.18,53.49,26.45,21.79,0.269,0.226,"FB",0.429
11992,"Liverpool","Kevin Linford Stewart","Center Defensive Midfield",0.295,586.3,71.539,62.635,10.746,0.461,0,58.951,0.768,0,0.035,1.535,1.075,23.488,5.834,3.684,2.456,1.996,3.991,3.224,1.689,1.689,1.075,63.557,0.876,0.7,19.39,53.29,41.12,20.18,18.47,0.099,0.257,"DM_CM",0.917
12021,"Atlético Madrid","Óliver Torres Muñoz","Right Midfield",0.498,853.6,53.875,43.648,6.958,1.371,0.211,50.501,1.16,0,0.046,2.214,1.687,26.147,5.799,0.738,0.211,3.268,4.323,2.319,1.371,2.741,2.003,58.197,0.81,0.762,17.15,69.39,40.96,23.9,24.85,0.339,0.13,"AM_W",0.863
12191,"Athletic Club","Gorka Elustondo Urkola","Right Defensive Midfield",0.396,497.8,44.117,35.981,6.69,0.362,0,29.652,0.542,0.181,0.032,0.904,0.904,18.985,4.701,3.255,3.435,1.808,4.339,1.989,1.808,1.085,0.362,32.545,0.816,1,19.85,55.33,43.93,21.48,20.83,0.103,0.223,"DM_CM",0.671
12325,"Chelsea","Abdul Rahman Baba","Left Back",0.977,1072.9,54.608,43.955,5.201,0.168,0.084,38.167,0.503,0,0.031,1.09,0.755,19.713,5.285,2.097,2.936,2.349,5.201,4.026,1.51,1.007,0.755,40.432,0.805,0.692,16.87,56.71,11.32,28.24,10.34,0.221,0.301,"FB",0.979
12351,"Nantes","Alejandro Bedoya","Center Attacking Midfield",0.45,2151.4,37.776,30.204,3.514,0.962,0.126,31.166,1.924,0.126,0.225,0.795,0.46,16.692,4.058,0.628,1.004,1.548,4.853,1.632,2.134,1.13,2.092,53.589,0.8,0.579,16.24,71.38,52.47,25.2,20.79,0.382,0.111,"AM_W",0.868
12475,"Bologna","Angelo Esmael da Costa Júnior","Goalkeeper",1,473.8,28.303,18.046,18.805,0.19,0,13.107,0,0,0,0,0,0.19,3.799,0,0,0,0,0,0.19,0,0,10.637,0.638,0,44.64,8.95,40.42,6.37,9.05,0,0.995,"GK",1
12491,"Lazio","Federico Marchetti","Goalkeeper",1,2660.2,27.708,19.555,16.916,0.034,0,11.875,0,0,0,0.034,0.034,0.169,4.872,0,0.034,0,0.034,0.034,0,0.034,0,10.251,0.706,1,40.68,11.37,39.6,8.7,9.26,0,0.98,"GK",1
12608,"Aston Villa","Bradley Guzan","Goalkeeper",1,2651.9,28.508,16.494,22.806,0.034,0,12.15,0,0,0,0,0,0.068,4.751,0,0,0.034,0,0,0,0,0,9.401,0.579,0,52.02,8.83,38.91,6.67,8.67,0,0.995,"GK",1
12619,"Torino","Josef Alexander Martínez Mencia","Left Center Forward",0.572,985.5,14.064,11.142,2.009,1.187,0.091,14.156,3.196,0.274,0.455,0.913,0.639,12.786,1.461,0.183,0,0.822,4.201,1.096,1.827,0.457,1.735,36.805,0.792,0.7,17.95,75.15,39.4,22.63,15.42,0.432,0.049,"FW",0.943
12759,"Atalanta","Maximiliano Nicol Moralez","Right Wing",0.828,1414.2,50.849,38.439,7.828,2.355,0.255,44.866,1.655,0.064,0.268,1.846,0.891,25.838,4.264,0.764,0.318,2.1,3.309,1.4,1.527,2.418,2.291,69.877,0.756,0.483,17.65,76.26,49.89,24.31,24.47,0.462,0.078,"AM_W",0.964
128704,"West Ham United","Emmanuel Emenike","Center Forward",0.583,556.2,24.757,18.122,0.647,1.456,0,23.624,1.942,0,0.293,2.751,1.78,13.43,5.34,0.809,1.133,0.647,6.796,0.647,0.809,3.074,3.074,50.808,0.732,0.647,12.44,81.61,44.13,23.18,20.54,0.563,0.058,"FW",0.648
13042,"Everton","Tim Howard","Goalkeeper",1,2353.9,30.779,21.182,17.588,0,0,12.388,0,0,0,0.038,0.038,0.229,5.429,0,0.076,0.115,0,0,0.076,0,0,11.088,0.688,1,41.96,8.52,41.04,5.39,7.68,0,0.998,"GK",1
13107,"Sporting Gijón","Sergio Álvarez Díaz","Right Defensive Midfield",0.807,2271,43.592,32.972,7.213,0.515,0.079,33.328,0.198,0.079,0.017,1.308,0.991,25.244,5.508,1.664,1.823,2.417,7.371,4.478,2.655,0.872,0.594,33.13,0.756,0.758,19.9,54.87,43.95,20.79,18.74,0.103,0.22,"DM_CM",1
