"Precision","Recall","F1","Balanced Accuracy","klasa"
1,1,1,1,"GK"
0.950819672131147,0.966666666666667,0.958677685950413,0.978014184397163,"CB"
0.984126984126984,0.925373134328358,0.953846153846154,0.960868385345997,"FB"
0.932432432432432,0.932432432432432,0.932432432432432,0.956887858007261,"DM_CM"
0.914285714285714,0.888888888888889,0.901408450704225,0.933333333333333,"AM_W"
0.857142857142857,0.954545454545455,0.903225806451613,0.965527760829774,"FW"
